Losses,Loans,EQC,Combined
503832935.5471232,415620730.73069817,473906504.07693034,487703087.27367073
2651009581.5074787,1471471060.2618892,2595184648.9843807,2516470615.087978
2123404147.6368341,1215303962.2258487,2074922780.9945233,2001767430.441008
2177982038.0253034,1243332050.3421984,2128664989.4991937,2052509705.167751
639852716.845781,484558907.8487349,609750513.1349425,606983667.99628
1775350072.2313533,1046473351.6488901,1732234771.3610213,1685822857.178754
3578852143.7079954,1912081710.4523904,3507374738.0481234,3434862748.771833
388213218.3341648,357102942.90097517,358433078.4671983,366526565.8728368
2394111720.282172,1346547486.4152496,2341282708.5909433,2252620445.173677
680004545.1503191,504758463.67159903,649834375.1619254,640008224.326133
828704740.3583155,578837992.9626098,797363243.3138186,774800666.1797901
651416683.8456018,490337587.68013287,621292412.5364467,615589000.2723762
4043600323.0612245,2126578682.2670457,3956307870.438839,3847729438.8188896
3881803697.9472938,2052960212.371676,3799846414.541387,3711044718.7520256
3165104048.763635,1718316573.6732316,3101965033.1134305,3033989245.2416215
356012866.2644797,340879503.4106232,326280840.20259017,337301731.41474885
326241130.10136557,325747534.26224923,296545608.48766655,325465428.3710421
6993494877.80386,3276216385.3834023,6740613716.969579,6571267760.672849
1162764548.2092695,742650384.3493996,1125304595.7691457,1077904419.6877394
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
4862039227.64377,2454305569.535657,4728526179.569225,4603489653.513765
16447213720.171913,6340295699.774814,14789577512.34123,15648837266.992521
373888510.77972305,349876157.44097126,344126036.36948466,352279131.57504207
3205300793.8750396,1737937718.4364064,3140965758.143474,3073657765.614596
326401415.4078865,325828306.72711456,296705710.67358357,325545571.02430254
603505596.9833493,466149091.9177655,573448166.2899384,573965038.2929504
3272423259.79225,1768371842.3082516,3207230196.6671844,3141347245.9797344
549164740.1171124,438605415.96501064,519178337.8118527,530718106.60821176
755546950.1743919,542526486.9471711,725142734.9609511,706752157.7862958
327366095.49342895,326316048.92121106,297669337.81565356,326742021.6842434
3212391170.080065,1739561719.3116622,3147894333.0492682,3079033905.4504304
709231823.669957,519179980.971115,679012310.1102508,664423487.7768115
351674326.31107825,338685088.20588744,321948407.97460884,335515589.1332866
2573749739.046364,1436549797.787298,2519356377.2144356,2437995831.8288317
13635913366.877157,5462596737.61612,12403390440.032469,12952925661.802866
840465907.4287685,584590777.0583519,809106826.323496,786747700.1979971
2177501182.1057405,1241238311.0369198,2128184682.9414425,2051880476.3542807
24264547895.213726,8433732206.93733,21092289527.51885,23118175390.454243
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
1089468297.6424122,705998472.2577862,1053432427.4041631,1009476589.9311069
9747892055.208696,4287792843.5017266,9247980312.770712,9115039376.960356
327366095.49342895,326316048.92121106,297669337.81565356,326742021.6842434
341900460.2782056,333692762.6706756,312187922.73415524,330281655.53658026
891746347.8153468,610103433.4651585,859957296.0721964,836054172.271613
2071830241.990636,1191391891.2204356,2023949029.0639472,1957083026.8466382
908850583.2625628,618292405.5821486,876924036.5095831,850829284.2823796
884309830.9473369,606872051.1388397,852890847.0870411,829003350.2617694
325445392.70772696,325346001.6556574,295750763.8069721,325265071.73789096
2194752805.5098996,1250998991.2381976,2145403442.7467372,2068937239.448947
426236478.61696243,376334451.4591549,396406144.8707632,407730203.8004214
326160987.4481051,325707148.0298166,296465557.39470804,325405321.3810967
8371530788.022829,3793674245.4483333,8007677130.8915615,7796837680.912751
1538985377.3798587,928186353.0437917,1497646702.9492376,1455888704.9083076
639852716.845781,484696300.0357914,609750513.1349425,606983667.99628
2145009423.8909814,1226783521.8072166,2096116112.5772293,2022501982.6471107
669360497.6956713,499231634.11455965,639205922.8125161,629570106.2032228
327601081.6681124,326438762.99284995,297904186.6498841,327048493.1268042
1113493142.0771096,717329143.8332467,1076467678.3027952,1030587211.4183984
2256925319.315027,1281084431.7914734,2206141047.0770144,2127148915.858619
2235373499.692239,1268801869.9983392,2185106414.145433,2106497495.0789545
902697314.204477,615593976.8680618,870897567.3175153,845324863.8348224
5643395391.9718485,2764355062.6911783,5477712408.134347,5357995421.937491
6918081698.37096,3239810376.6246433,6670058485.482506,6501707909.9592495
4208945207.874294,2197364664.919411,4114460440.671976,3992365949.165884
500657950.95060843,413988980.4618463,470735725.57275623,484373481.91182953
358633975.8960852,342186564.6115308,328895437.52577996,338644120.8568614
804731766.3897713,566764535.8772604,773785180.5998403,753594081.4475135
1488931728.437297,904420832.5287782,1448030817.5984473,1407352527.5360765
329185383.193215,327259701.6358468,299487366.56128764,328236533.75523007
931698698.712024,629921276.5534246,899143422.4192998,870235452.1789097
604889467.6232686,466942782.07025725,574830212.8667247,574924276.593395
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
565039930.9081839,446703830.7636504,535032906.7775263,542527351.5331771
538301858.1027344,433168174.70371,508330698.7329381,521077457.3560167
9135274557.706894,4061932297.2439823,8694066956.045994,8527453777.585385
325525535.3609874,325386387.88809,295830814.8999306,325265071.73789096
5645534131.726056,2764839075.685074,5479829760.491013,5359568829.0300865
4803099464.307422,2433164474.8068724,4672638674.498046,4543526732.517516
1092426080.9449744,708665298.5367255,1056386440.9871758,1012348042.1194357
331057604.6207717,328208003.75462025,301357596.552277,328889547.96698195
2794883295.9370418,1541734920.9879231,2737584761.18685,2669556871.436025
329228422.7662623,327283002.15696806,299530406.1343349,328293919.85262644
426236478.61696243,376334451.4591549,396406144.8707632,407730203.8004214
1605471271.8925643,960860422.6336136,1563311743.2215002,1521333558.6519978
579763645.7705669,454216653.3981925,549739776.0860525,556663674.2899398
645863718.015182,487629176.2538809,615749527.5697232,611034829.6478224
401429904.0071483,363813240.5433233,371632706.649872,382112703.90249425
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
488975340.16049755,408064342.1053955,459068052.2800049,473155129.73434794
3409831744.460254,1833146179.5507457,3341850537.942069,3277060070.6495233
3465958072.894793,1857801967.6499288,3396671050.0858984,3332028761.3026037
326341308.41794115,325798017.0527901,296645672.35386467,325525535.3609874
909752188.1117429,618531693.2294753,877824611.3053662,851590639.488354
483635539.1082497,405363902.582253,453734447.2953084,467956073.03304195
537017408.6061729,432553618.45373076,507050220.4034592,519905816.3349168
18984756357.915966,7081532524.428743,16949570966.847275,18011690847.640713
3127715812.824656,1698601161.1971176,3065480523.0342093,2997051590.190366
726911675.8352512,527952264.8291645,696667851.9643945,681185266.2205185
728573151.7671969,529239592.6654865,698328068.9421885,682245672.253011
5109218373.744012,2559927135.9416375,4966804773.217437,4833863776.656057
503832935.5471232,415620730.73069817,473906504.07693034,487703087.27367073
2651009581.5074787,1473057701.3177354,2595184648.9843807,2516470615.087978
2123404147.6368341,1214631658.6822212,2074922780.9945233,2001767430.441008
2177982038.0253034,1242188454.060024,2128664989.4991937,2052509705.167751
639852716.845781,484604705.24442035,609750513.1349425,606983667.99628
1775350072.2313533,1045715916.6817158,1732234771.3610213,1685822857.178754
3578852143.7079954,1915320806.032564,3507374738.0481234,3434862748.771833
388213218.3341648,357102942.90097517,358433078.4671983,366526565.8728368
2394111720.282172,1346618532.3790565,2341282708.5909433,2252620445.173677
680004545.1503191,504689767.5780708,649834375.1619254,640008224.326133
828704740.3583155,578702600.500011,797363243.3138186,774800666.1797901
651416683.8456018,490268891.58660465,621292412.5364467,615589000.2723762
4043600323.0612245,2125742153.8469787,3956307870.438839,3847729438.8188896
3881803697.9472938,2052578864.8458629,3799846414.541387,3711044718.7520256
3165104048.763635,1719389936.5378258,3101965033.1134305,3033989245.2416215
356012866.2644797,340879503.4106232,326280840.20259017,337301731.41474885
326241130.10136557,325747534.26224923,296545608.48766655,325465428.3710421
6993494877.80386,3268819715.1390157,6740613716.969579,6571267760.672849
1162764548.2092695,742482163.1269867,1125304595.7691457,1077904419.6877394
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
4862039227.64377,2457938362.928257,4728526179.569225,4603489653.513765
16447213720.171913,6328534366.850562,14789577512.34123,15648837266.992521
373888510.77972305,349876157.44097126,344126036.36948466,352279131.57504207
3205300793.8750396,1736437514.9279556,3140965758.143474,3073657765.614596
326401415.4078865,325828306.72711456,296705710.67358357,325545571.02430254
603505596.9833493,466149091.9177655,573448166.2899384,573965038.2929504
3272423259.79225,1768358523.5265596,3207230196.6671844,3141347245.9797344
549164740.1171124,438605415.9650106,519178337.8118527,530718106.60821176
755546950.1743919,542543420.7517992,725142734.9609511,706752157.7862958
327366095.49342895,326316048.92121106,297669337.81565356,326742021.6842434
3212391170.080065,1741783716.7567887,3147894333.0492682,3079033905.4504304
709231823.669957,519340271.8560142,679012310.1102508,664423487.7768115
351674326.31107825,338685088.20588744,321948407.97460884,335515589.1332866
2573749739.046364,1435884812.0579436,2519356377.2144356,2437995831.8288317
13635913366.877157,5453202570.886624,12403390440.032469,12952925661.802866
840465907.4287685,584357824.9111677,809106826.323496,786747700.1979971
2177501182.1057405,1243149542.7255886,2128184682.9414425,2051880476.3542807
24264547895.213726,8416046247.968436,21092289527.51885,23118175390.454243
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
1089468297.6424122,706766720.1875212,1053432427.4041631,1009476589.9311069
9747892055.208696,4280043220.61101,9247980312.770712,9115039376.960356
327366095.49342895,326316048.92121106,297669337.81565356,326742021.6842434
341900460.2782056,333692762.6706756,312187922.73415524,330281655.53658026
891746347.8153468,609473273.117134,859957296.0721964,836054172.271613
2071830241.990636,1190537436.9435081,2023949029.0639472,1957083026.8466382
908850583.2625628,618666715.085146,876924036.5095831,850829284.2823796
884309830.9473369,606541539.3070699,852890847.0870411,829003350.2617694
325445392.70772696,325346001.6556574,295750763.8069721,325265071.73789096
2194752805.5098996,1251944774.8261344,2145403442.7467372,2068937239.448947
426236478.61696243,376334451.4591549,396406144.8707632,407730203.8004214
326160987.4481051,325707148.0298166,296465557.39470804,325405321.3810967
8371530788.022829,3793970749.996434,8007677130.8915615,7796837680.912751
1538985377.3798587,929215687.0369555,1497646702.9492376,1455888704.9083076
639852716.845781,484627603.9422631,609750513.1349425,606983667.99628
2145009423.8909814,1227258626.4887438,2096116112.5772293,2022501982.6471107
669360497.6956713,499208735.4167169,639205922.8125161,629570106.2032228
327601081.6681124,326438762.99284995,297904186.6498841,327048493.1268042
1113493142.0771096,717196755.6643891,1076467678.3027952,1030587211.4183984
2256925319.315027,1279413002.7668688,2206141047.0770144,2127148915.858619
2235373499.692239,1271701564.328259,2185106414.145433,2106497495.0789545
902697314.204477,615084274.9024657,870897567.3175153,845324863.8348224
5643395391.9718485,2767047912.2375536,5477712408.134347,5357995421.937491
6918081698.37096,3243943105.489783,6670058485.482506,6501707909.9592495
4208945207.874294,2193138723.79051,4114460440.671976,3992365949.165884
500657950.95060843,413988980.4618463,470735725.57275623,484373481.91182953
358633975.8960852,342186564.6115308,328895437.52577996,338644120.8568614
804731766.3897713,567348898.8295995,773785180.5998403,753594081.4475135
1488931728.437297,904254807.9508673,1448030817.5984473,1407352527.5360765
329185383.193215,327259701.6358468,299487366.56128764,328236533.75523007
931698698.712024,629701293.0421118,899143422.4192998,870235452.1789097
604889467.6232686,466828288.5810436,574830212.8667247,574924276.593395
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
565039930.9081839,446703830.7636504,535032906.7775263,542527351.5331771
538301858.1027344,433122377.3080245,508330698.7329381,521077457.3560167
9135274557.706894,4059132503.983849,8694066956.045994,8527453777.585385
325525535.3609874,325386387.88809,295830814.8999306,325265071.73789096
5645534131.726056,2762602645.7373295,5479829760.491013,5359568829.0300865
4803099464.307422,2432022078.21998,4672638674.498046,4543526732.517516
1092426080.9449744,708440311.0072137,1056386440.9871758,1012348042.1194357
331057604.6207717,328208003.75462025,301357596.552277,328889547.96698195
2794883295.9370418,1540811308.2170613,2737584761.18685,2669556871.436025
329228422.7662623,327283002.15696806,299530406.1343349,328293919.85262644
426236478.61696243,376334451.4591549,396406144.8707632,407730203.8004214
1605471271.8925643,961684475.9954318,1563311743.2215002,1521333558.6519978
579763645.7705669,454239552.09603524,549739776.0860525,556663674.2899398
645863718.015182,487468885.3689818,615749527.5697232,611034829.6478224
401429904.0071483,363813240.5433233,371632706.649872,382112703.90249425
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
488975340.16049755,408064342.1053955,459068052.2800049,473155129.73434794
3409831744.460254,1834890002.5632288,3341850537.942069,3277060070.6495233
3465958072.894793,1859274227.4711466,3396671050.0858984,3332028761.3026037
326341308.41794115,325798017.0527901,296645672.35386467,325525535.3609874
909752188.1117429,618820372.8343164,877824611.3053662,851590639.488354
483635539.1082497,405363902.582253,453734447.2953084,467956073.03304195
537017408.6061729,432576517.1515735,507050220.4034592,519905816.3349168
18984756357.915966,7068669920.752291,16949570966.847275,18011690847.640713
3127715812.824656,1701010549.4909332,3065480523.0342093,2997051590.190366
726911675.8352512,528221084.31006265,696667851.9643945,681185266.2205185
728573151.7671969,528970773.1845882,698328068.9421885,682245672.253011
5109218373.744012,2563836885.1069365,4966804773.217437,4833863776.656057
503832935.5471232,415620730.73069817,473906504.07693034,487703087.27367073
2651009581.5074787,1471964792.400815,2595184648.9843807,2516470615.087978
2123404147.6368341,1216181663.5523942,2074922780.9945233,2001767430.441008
2177982038.0253034,1241102816.1601667,2128664989.4991937,2052509705.167751
639852716.845781,484604705.24442047,609750513.1349425,606983667.99628
1775350072.2313533,1045552699.477502,1732234771.3610213,1685822857.178754
3578852143.7079954,1914238400.5237098,3507374738.0481234,3434862748.771833
388213218.3341648,357102942.90097517,358433078.4671983,366526565.8728368
2394111720.282172,1347122116.225661,2341282708.5909433,2252620445.173677
680004545.1503191,504483679.2974862,649834375.1619254,640008224.326133
828704740.3583155,578748397.8956965,797363243.3138186,774800666.1797901
651416683.8456018,490446116.276132,621292412.5364467,615589000.2723762
4043600323.0612245,2126428739.7703905,3956307870.438839,3847729438.8188896
3881803697.9472938,2052878975.7625232,3799846414.541387,3711044718.7520256
3165104048.763635,1717118521.7770903,3101965033.1134305,3033989245.2416215
356012866.2644797,340879503.4106232,326280840.20259017,337301731.41474885
326241130.10136557,325747534.26224923,296545608.48766655,325465428.3710421
6993494877.80386,3265707380.4632545,6740613716.969579,6571267760.672849
1162764548.2092695,741582256.7032071,1125304595.7691457,1077904419.6877394
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
4862039227.64377,2455774834.4772425,4728526179.569225,4603489653.513765
16447213720.171913,6335361625.636817,14789577512.34123,15648837266.992521
373888510.77972305,349876157.44097126,344126036.36948466,352279131.57504207
3205300793.8750396,1737414510.1831827,3140965758.143474,3073657765.614596
326401415.4078865,325828306.72711456,296705710.67358357,325545571.02430254
603505596.9833493,466126193.2199227,573448166.2899384,573965038.2929504
3272423259.79225,1770116730.450406,3207230196.6671844,3141347245.9797344
549164740.1171124,438605415.9650106,519178337.8118527,530718106.60821176
755546950.1743919,542270636.1021441,725142734.9609511,706752157.7862958
327366095.49342895,326316048.92121106,297669337.81565356,326742021.6842434
3212391170.080065,1740783976.029495,3147894333.0492682,3079033905.4504304
709231823.669957,519157082.2732723,679012310.1102508,664423487.7768115
351674326.31107825,338685088.20588744,321948407.97460884,335515589.1332866
2573749739.046364,1434785507.0246196,2519356377.2144356,2437995831.8288317
13635913366.877157,5458839974.038498,12403390440.032469,12952925661.802866
840465907.4287685,584446381.1286389,809106826.323496,786747700.1979971
2177501182.1057405,1241046959.9164612,2128184682.9414425,2051880476.3542807
24264547895.213726,8436431369.306316,21092289527.51885,23118175390.454243
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
1089468297.6424122,706275144.1017718,1053432427.4041631,1009476589.9311069
